名前,住所,お店の場所,経度,緯度
サンファンタジー千城台,千葉県千葉市若葉区千城台北3-21-1,ラパーク千城台3F,140.1896795,35.6220001
SEGAARENASOGA,千葉県千葉市中央区川崎町51-1,ハーバーシティ蘇我フェスティバルウォークアミューズメント棟1F,140.1179958,35.5913749
ニコパマリンピア店,千葉県千葉市美浜区高洲3-13-1,マリンピア4階,140.0731869,35.62846469999999
ハローズガーデン市原店,千葉県市原市青柳北1-1,アピタ市原店2階,140.0662127,35.51430089999999
テクモピア公津の杜店,千葉県成田市公津の杜4-5-3,成田ユアエルム3F,140.2965868,35.7597902
THE 3RD PLANETフレスポ稲毛店,千葉県千葉市稲毛区長沼原町731-17,,140.1277034,35.6576379
アピタ木更津,千葉県木更津市ほたるの4-2-48,,139.9627401,35.3757718
プラサカプコン富津,千葉県富津市青木1-5-1,イオンモール富津2F,139.8454571,35.3304664
プラサカプコン成田,千葉県成田市ウイング土屋24,イオンモール成田2F,140.3176162,35.795833
ビバ・サーカス茂原店,千葉県茂原市高師1735,茂原ショッピングプラザアスモ2F,140.28764210000003,35.434898600000004
タイトーステーション 茂原アスモ店,千葉県茂原市高師1735,茂原ショッピングプラザアスモ2F,140.2877735,35.4348046
タイトーステーション 旭サンモール店,千葉県旭市イ-2676-1,サンモール3F,140.6592563,35.7248095
タイトーFステーション イオン市川妙典店,千葉県市川市妙典4-1-1,イオン市川妙典店2ー街2階,139.9267751,35.6924658
イトーヨーカドー姉崎,千葉県市原市姉崎645-1,,140.0455015,35.4798943
イトーヨーカドー松戸,千葉県松戸市松戸1149,,139.9024904,35.7840162
イトーヨーカドー船橋,千葉県船橋市本町7-6-1,,139.9851287,35.7033603
イトーヨーカドー八柱,千葉県松戸市日暮1-15-8,,139.9398179,35.7910079
イトーヨーカドー我孫子南口,千葉県我孫子市本町3-2-28,,140.0129602,35.8718906
イトーヨーカドー流山,千葉県流山市流山9-800-2,,139.8993718,35.8502189
イトーヨーカドー我孫子,千葉県我孫子市我孫子4-11-1,,140.009077,35.8765598
イトーヨーカドー東習志野,千葉県習志野市東習志野7-3-1,,140.0756513,35.7018342
イトーヨーカドー幕張,千葉県千葉市花見川区幕張町4-417-25,,140.0512381,35.6563445
イトーヨーカドー成田,千葉県成田市公津の杜4-5-3,,140.2965868,35.7597902
イトーヨーカドー新浦安,千葉県浦安市明海4-1-1,,139.9228631,35.642924
イトーヨーカドー八千代,千葉県八千代市村上南1-3-1,,140.11798610000002,35.7224007
イトーヨーカドーアリオ蘇我,千葉県千葉市中央区川崎町52-7,,140.1227288,35.5874948
ソユープレイランドソピア幕張店,千葉県千葉市花見川区幕張町4-417-25,イトーヨーカドー幕張店2F,140.0512381,35.6563445
EGGS PORT船橋店,千葉県船橋市浜町2-1-1,ららぽーとTOKYOーBAY北館1階,139.9910365,35.6859495
モーリーファンタジーイオン成田,千葉県成田市ウイング土屋24,イオン2F,140.3180078,35.7957764
モーリーファンタジーおゆみ野,千葉県千葉市緑区おゆみ野南5-37-1,イオンタウン2F,140.1730959,35.5439243
モーリーファンタジーノア,千葉県野田市中根36-1,イオン1F,139.8761078,35.9477429
モーリーファンタジー鎌ヶ谷,千葉県鎌ヶ谷市新鎌ヶ谷2-7-1,イオン2F,140.0011881,35.7784645
モーリーファンタジー館山,千葉県館山市八幡545-1,イオン1F,139.8620209,35.0079316
モーリーファンタジー市川妙典,千葉県市川市妙典5-3-1,イオン3F,139.927796,35.6929433
モーリーファンタジー千葉ニュ－タウン,千葉県印西市中央北3-1-1,イオン3F,140.113639,35.8027782
モーリーファンタジー船橋,千葉県船橋市山手1-1-8,イオン3F,139.9786501,35.712414
モーリーファンタジー銚子,千葉県銚子市三崎町2-2660-1,イオン2F,140.7879469,35.7104973
モーリーファンタジー津田沼,千葉県習志野市津田沼1-23-1,イオン3F,140.0250469,35.6904116
モーリーファンタジー東習志野,千葉県習志野市東習志野6-7-8,イオンタウン1F,140.0668209,35.6998169
モーリーファンタジー柏,千葉県柏市豊町2-5-25,イオン2F,139.961762,35.851698500000005
モーリーファンタジー八街,千葉県八街市文違301,イオン1F,140.3115378,35.6809579
モーリーファンタジー八千代緑が丘,千葉県八千代市緑が丘2-1-3,イオン4F,140.0729306,35.7279585
モーリーファンタジー幕張新都心,千葉県千葉市美浜区豊砂1-5,イオンモール(ファミリーモール)2F,140.0261407,35.6568012
パロ市川,千葉県市川市鬼高1-1-1,ニッケコルトンプラザ2F,139.9342126,35.7167873
らんらんらんどあすみが丘,千葉県千葉市緑区あすみが丘7-1,あすみが丘ブランニューモール2F,140.2673286,35.5205983
らんらんらんど酒々井,千葉県印旛郡酒々井町本佐倉457-2,トライアル酒々井店2F,140.2565671,35.7214901
らんらんらんど南行徳,千葉県市川市南行徳2-20-25,ダイエー南行徳店2F,139.9057999,35.6684904
イオンユーカリが丘,千葉県佐倉市ユ-カリが丘4-1-1,,140.1548634,35.7247224
イオンマリンピア,千葉県千葉市美浜区高洲3-13-1,,140.0731869,35.62846469999999
イオン幕張,千葉県千葉市美浜区ひび野1-3,,140.0453776,35.6517782
イオン稲毛,千葉県千葉市稲毛区小仲台1-4-20,,140.094918,35.6366752
イオン銚子,千葉県銚子市三崎町2-2660-1,,140.7880864,35.71063230000001
イオン柏,千葉県柏市豊町2-5-25,,139.9614938,35.8516898
イオン成田,千葉県成田市ウイング土屋24,,140.3176162,35.795833
イオン千葉ニュータウン,千葉県印西市中央北3-1-1,,140.1136873,35.8029522
イオン館山,千葉県館山市八幡545-1,,139.8620853,35.0081205
イオン八千代緑ヶ丘,千葉県八千代市緑が丘2-1-3,,140.0731666,35.7280282
イオン鎌取,千葉県千葉市緑区おゆみ野3-16-1,,140.1775859,35.5614423
イオン船橋,千葉県船橋市山手1-1-8,,139.9783872,35.7125926
イオンキッズ津田沼,千葉県習志野市津田沼1-23-1,,140.024784,35.6904813
SOYU GameField 木更津店,千葉県木更津市築地1-4,イオンモール木更津2F,139.9084339,35.3656673
イオン鎌ケ谷,千葉県鎌ケ谷市新鎌ケ谷2-7-1,,140.0010486,35.7785777
イオン市川妙典,千葉県市川市妙典5-3-1,,139.9279194,35.6930435
フジグラン野市,高知県香南市野市町西野2007-1,,133.6966248,33.5607653
フジグラン葛島,高知県高知市小倉町3-30,,133.5677198,33.5588185
モーリーファンタジー高知,高知県高知市秦南町1-4-8,イオン2F,133.5425769,33.5758499
トイザらス鳥取,鳥取県鳥取市南隈541,トリニティーモールBゾーン2F,134.2008775,35.5215045
キデイランド倉吉,鳥取県倉吉市山根557-1,パープルタウン2F,133.8479255,35.4482473
モーリーファンタジーホープタウン,鳥取県米子市米原2-1-1,ホープタウン3F,133.3305957,35.442175600000006
モーリーファンタジー鳥取,鳥取県鳥取市天神町1,イオン2F,134.2219323,35.4934922
モーリーファンタジー鳥取北,鳥取県鳥取市晩稲348,イオン2F,134.2013908,35.524541
モーリーファンタジー日吉津,鳥取県西伯郡日吉津村日吉津1160-1,イオン2F,133.3874593,35.4456047
イオン鳥取北,鳥取県鳥取市晩稲348,,134.2015356,35.5246763
イオン日吉津,鳥取県西伯郡日吉津村日吉津1160-1,,133.3872233,35.4456659
セガ松江,島根県松江市嫁島町12-15,,133.0478147,35.4500922
youme CIRCUS(出雲),島根県出雲市大塚町650-1,ゆめタウン出雲東館3F,132.756228,35.3774033
ペリカン益田,島根県益田市高津7-21-12,ゆめタウン益田内2F,131.8158974,34.6911678
モーリーファンタジー・f松江,島根県松江市東朝日町151,イオンSC3F,133.0695625,35.4638899
モーリーファンタジー出雲,島根県出雲市渡橋町1066,イオン2F,132.7389426,35.3674233
イオン松江,島根県松江市東朝日町151,,133.0693131,35.4640123
イオン出雲,島根県出雲市渡橋町1066,,132.7391357,35.3673096
トイザらス岩槻,埼玉県さいたま市岩槻区城町2-6-28,,139.7140837,35.9481059
トイザらス川越,埼玉県川越市大字福田1017-1,,139.4754825,35.9495493
トイザらス熊谷,埼玉県熊谷市代1067,,139.3692443,36.1742593
トイザらス越谷,埼玉県越谷市大字上間久里308-1,,139.787447,35.9318501
トイザらス新座,埼玉県新座市野火止5-2-60,ラ・ヴィニュ2F,139.5581224,35.8030819
トイザらス桶川,埼玉県桶川市西2-9-36,,139.5575911,36.007549
エディオンららぽーと新三郷,埼玉県三郷市新三郷ららシティ3-1-1,ららぽーと新三郷2F,139.8653829,35.8601478
マルエツ朝霞,埼玉県朝霞市本町1-12-10,,139.5933526,35.7998436
新宝島浦和美園,埼玉県さいたま市緑区大門3710,イオンモール浦和美園2F,139.731012,35.8912268
ダイエー所沢,埼玉県所沢市東町5-22,,139.4699825,35.7892148
ダイエー南浦和東口,埼玉県さいたま市南区南浦和3-2-1,,139.6718331,35.8462617
ライフ吉川駅前,埼玉県吉川市保1-13-3,,139.8442282,35.8783091
セガ川口,埼玉県川口市東領家2-2-10,,139.7475688,35.7948812
AGスクエア埼玉花園,埼玉県深谷市荒川359,,139.2330687,36.1204271
にこぱエムズタウン幸手店,埼玉県幸手市上高野 764,エムズタウン幸手,139.7150355,36.0683155
ニコパ草加舎人店,埼玉県草加市遊馬町2-1,島忠ホームズ草加舎人店1F,139.7687669,35.81829330000001
ハローズガーデンせんげん台店,埼玉県越谷市千間台東2-707,セブンタウンせんげん台店2階,139.7780389,35.9369127
ハローズガーデン本庄店,埼玉県本庄市南1-2-10,アピタ本庄店1階,139.1825886,36.2370927
ハローズパシオス秩父店,埼玉県秩父市永田町10-27,,139.0863634,36.0094395
こころっこ北本店,埼玉県北本市深井6-87,HeyWorld店内プレビプレイランドコーナーこころっこ,139.5254691,36.0537513
あひるのたまご岩槻店,埼玉県さいたま市岩槻区本丸3-20-53,マミーマート岩槻店内プレビプレイランドコーナーあひるのたまご,139.7076508,35.9548076
龍宮ガーデンアリオ上尾,埼玉県上尾市大字壱丁目367,アリオ上尾店内2階,139.565464,35.9616186
ユーズランド越谷店,埼玉県越谷市東町4-21-1,イオンレイクタウンKAZE3FA342,139.8245962,35.8778002
THE 3RD PLANET フレスポ八潮店,埼玉県八潮市大瀬822-1,フレスポ八潮3F,139.8438416,35.80835200000001
おぢいさんの店,埼玉県桶川市南1-6-5 ,,139.5656433,35.9996028
Forkids'菖蒲,埼玉県久喜市菖蒲町菖蒲6005-1,モラージュ菖蒲内,139.6113344,36.07503490000001
Forkids'川口,埼玉県川口市栄町3-5-1,そごう川口店7F,139.7185691,35.8030608
アピタ本庄,埼玉県本庄市南1-2-10,,139.1825886,36.2370927
アピタ吹上,埼玉県鴻巣市袋90-1,,139.4658415,36.09633
プラサカプコン羽生,埼玉県羽生市川崎2-281-3,イオンモール羽生2F,139.5418615,36.1428794
(有)アポロ,埼玉県八潮市中央3-21-4,,139.8310504,35.8202474
キャッツアイ狭山店,埼玉県狭山市入間川3141,,139.4275588,35.8467736
イトーヨーカドー浦和,埼玉県さいたま市浦和区仲町1-7-1,,139.6554675,35.860399
イトーヨーカドー久喜,埼玉県久喜市中央4-9-11,,139.6749064,36.0711136
イトーヨーカドー大宮,埼玉県さいたま市大宮区吉敷町4-263-6,,139.6344289,35.8955302
イトーヨーカドー和光,埼玉県和光市丸山台1-9-3,,139.6123954,35.7864684
イトーヨーカドー春日部,埼玉県春日部市中央1-13-1,,139.7495038,35.9797285
イトーヨーカドーアリオ上尾,埼玉県上尾市大字壱丁目367,,139.565464,35.9616186
イトーヨーカドー草加,埼玉県草加市高砂2-7-1,,139.8046106,35.827907
イトーヨーカドー上福岡東,埼玉県ふじみ野市大原2-1-30,,139.5181585,35.8805493
イトーヨーカドー大宮宮原,埼玉県さいたま市北区宮原町1-854-1,,139.6230209,35.9331248
イトーヨーカドーアリオ川口,埼玉県川口市並木元町1-79,,139.7137916,35.8078098
イトーヨーカドーアリオ深谷,埼玉県深谷市上柴町西4-2-14,,139.298624,36.1815372
プレイランド菖蒲店,埼玉県久喜市菖蒲町菖蒲6005-1,モラージュ菖蒲3F,139.6113344,36.07503490000001
ソユーゴールドフィッシュ川口店,埼玉県川口市並木元町1-79,アリオ川口3F,139.7137916,35.8078098
Soyu Pirates Kids錦町店,埼玉県蕨市錦町1-12-1,イトーヨーカドー錦町店2F,139.6779361,35.8216867
FESTA上尾,埼玉県上尾市愛宕3-1-40,バリュープラザ上尾愛宕店内,139.5967779,35.9646627
ゲオ東越谷店,埼玉県越谷市東越谷4-8-17,,139.797023,35.8988164
アピナ上尾店,埼玉県上尾市緑丘3-3-11-2,PAPA上尾ショッピングアベニュープリンセス棟別棟,139.5799478,35.9871877
モーリーファンタジーイオンレイクタウン,埼玉県越谷市東町2-8,イオン3F,139.8291795,35.882071
モーリーファンタジーせんげん台,埼玉県越谷市千間台西3-2-12,イオン3F,139.7673672,35.9334646
モーリーファンタジー羽生,埼玉県羽生市川崎2-281-3,イオン3F,139.5419312,36.1426931
モーリーファンタジー浦和美園,埼玉県さいたま市緑区大門3710,イオン3F,139.7311944,35.891053
モーリーファンタジー狭山,埼玉県狭山市上奥富1126-1,イオン2F,139.4102404,35.86779020000001
モーリーファンタジー熊谷,埼玉県熊谷市本石2-135,イオン3F,139.3787593,36.1452195
モーリーファンタジー川口前川,埼玉県川口市前川1-1-11,イオン3F,139.7070848,35.834138
モーリーファンタジー大井,埼玉県ふじみ野市ふじみ野1-2-1,イオン3F,139.5142632,35.8596964
モーリーファンタジー大宮,埼玉県さいたま市北区櫛引町2-574-1,イオン3F,139.6096335,35.9233733
モーリーファンタジー大宮西,埼玉県さいたま市西区三橋6-607-13,イオン4F,139.5898961,35.9178007
モーリーファンタジー入間,埼玉県入間市上藤沢462-1,イオン2F,139.3951009,35.8220769
